"longitude","latitude","OBJECTID","VICINITY","SCI_NM","CMMN_NM","FAM_NAME","GENUS_NAME"
-77.0431842399,38.8936060032,19068165,"1800 BLK C ST NW","Ulmus americana 'Princeton'","Princeton elm","Ulmaceae","Ulmus"
-76.9345099521,38.8991985146,18950645,"4614 NANNIE HELEN BURROUGHS AVE NE","Koelreuteria paniculata","Goldenrain tree","Sapindaceae","Koelreuteria"
-77.0298772253,38.9205346855,19045624,"1303 FLORIDA AVE NW","Ulmus parvifolia","Chinese elm","Ulmaceae","Ulmus"
-77.0248140742,38.9133069247,19035827,"910 FRENCH ST NW","Acer platanoides","Norway maple","Aceraceae","Acer"
-77.0653203491,38.9315026166,18952654,"3100 33RD PL NW","Cornus florida","Flowering Dogwood","Cornaceae","Cornus"
-76.9855662402,38.8958979605,19069925,"400 blk 14th St NE","Tilia cordata","Littleleaf linden","Tiliaceae","Tilia"
-76.9438862062,38.8683149123,19032266,"1505 41ST ST SE","Ulmus americana 'New Harmony'","New Harmony elm","Ulmaceae","Ulmus"
-77.0279908615,38.9017428209,18983338,"900 BLK 12TH ST NW","Platanus x acerifolia 'Bloodgood'","Bloodgood london plane tree","Platanaceae","Platanus"
-77.0215396399,38.9009443477,18949114,"675 I ST NW","Ulmus parvifolia","Chinese elm","Ulmaceae","Ulmus"
-77.0714941193,38.9698176826,19019376,"3511 RITTENHOUSE ST NW","Stewartia pseudocamellia","Japanese Stewartia","Theaceae","Stewartia"
-77.0320805014,38.9039143833,18957015,"1100 BLK 14TH ST NW","Ginkgo biloba (female)","Ginkgo (female)","Ginkgoaceae","Ginkgo"
-77.0071248742,38.9461803735,18970176,"36 HAWAII AVE NE/Allison St","Quercus phellos","Willow oak","Fagaceae","Quercus"
-77.0070210953,38.8992042481,18945653,"700 BLK 1ST ST NE","Zelkova serrata","Japanese zelkova","Ulmaceae","Zelkova"
-76.9901611898,38.9442494628,18957334,"4400 blk 12th St NE/Varnum","Quercus phellos","Willow oak","Fagaceae","Quercus"
-77.0890548915,38.9344717457,19066041,"4500 NEWARK ST NW","Morus alba","Mulberry","Moraceae","Morus"
-76.9664754808,38.9236122522,19036049,"2601 30TH ST NE/Douglas St","Ulmus americana","American elm","Ulmaceae","Ulmus"
-76.9610935346,38.8617018116,19048118,"3207 ALABAMA AVE SE","Quercus acutissima","Sawtooth oak","Fagaceae","Quercus"
-77.0075036524,38.9037938006,19011007,"UNIT BLOCK L ST NE","Liquidambar rotundiloba","Rotundiloba sweetgum","Hamamelidaceae","Liquidambar"
-77.0905405428,38.9418886894,18996046,"4100 blk 46TH ST NW","Quercus phellos","Willow oak","Fagaceae","Quercus"
-76.9816542188,38.8898861634,19030833,"1612 EAST CAPITOL ST","Ulmus species","Elm","Ulmaceae","Ulmus"
-77.0359223944,38.9653761597,19053491,"1400 BLK RITTENHOUSE ST NW","Taxodium distichum","Bald cypress","Cupressaceae","Taxodium"
-77.0650750958,38.9068797561,19016654,"3249 N ST NW","Acer saccharum","Sugar maple","Aceraceae","Acer"
-76.9236262699,38.8853441428,18939824,"206 54TH ST SE","Acer ginnala","Amur maple","Aceraceae","Acer"
-77.0582211038,38.9083739643,18976312,"1344 29TH ST NW","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0227469315,38.9360918418,18959116,"741 QUEBEC PL NW","Acer platanoides","Norway maple","Aceraceae","Acer"
-77.0265844801,38.9753402672,18963384,"6997 GEORGIA AVE NW","Quercus palustris","Pin oak","Fagaceae","Quercus"
-77.0351451952,38.9707782922,19012084,"1433 WHITTIER ST NW","Cladrastis lutea","Yellowwood","Fabaceae","Cladrastis"
-77.0369392447,38.9408556557,19056269,"1600 BLK TAYLOR ST NW","Quercus bicolor","Swamp white oak","Fagaceae","Quercus"
-77.0295068979,38.8970714379,19017254,"555 13TH ST NW","Ginkgo biloba (male)","Ginkgo (male)","Ginkgoaceae","Ginkgo"
-76.9915964877,38.8994907308,18922789,"724 11TH ST NE","Acer saccharinum","Silver maple","Aceraceae","Acer"
-77.0698425875,38.9154221134,18957215,"3510 T ST NW","Acer platanoides","Norway maple","Aceraceae","Acer"
-77.0862716151,38.9104859493,18997500,"4515 Q PL NW","Pistacia chinensis","Chinese pistachio","Anacardiaceae","Pistacia"
-76.9601170332,38.8602406824,19031420,"2400 33RD ST SE","Acer rubrum","Red maple","Aceraceae","Acer"
-76.9349002903,38.8859165684,18969961,"4730 C ST SE","Quercus bicolor","Swamp white oak","Fagaceae","Quercus"
-77.0475213757,38.8954688448,18950501,"2100 BLOCK D ST NW","Quercus phellos","Willow oak","Fagaceae","Quercus"
-76.9644679135,38.9313993479,19063565,"3063 CLINTON ST NE/Central Ave","Quercus palustris","Pin oak","Fagaceae","Quercus"
-77.0173467199,38.9410928729,18960387,"400 blk TAYLOR ST NW","Quercus palustris","Pin oak","Fagaceae","Quercus"
-76.9650453377,38.9239661136,18968888,"2613 31ST PL NE","Ulmus americana","American elm","Ulmaceae","Ulmus"
-76.9494370573,38.884804746,18981899,"3735 D ST SE","Liquidambar styraciflua","Sweetgum","Hamamelidaceae","Liquidambar"
-76.9310926475,38.8913487869,18995568,"119 49TH PL NE","Zelkova serrata","Japanese zelkova","Ulmaceae","Zelkova"
-76.9597955133,38.866631913,19039697,"1900 BLK BRANCH AVE SE","Cercis canadensis","Eastern redbud","Fabaceae","Cercis"
-77.0395124294,38.9197601652,18929686,"2219 ONTARIO RD NW","Betula species","Birch","Betulaceae","Betula"
-77.0758345883,38.9297163517,18937481,"3812 KLINGLE PL NW","Cercis species","Redbud","Fabaceae","Cercis"
-76.9782306323,38.9056852059,18955041,"1719 M ST NE","Platanus occidentalis","American sycamore","Platanaceae","Platanus"
-76.9775218014,38.8401952433,18966695,"1806 VALLEY TER SE","Prunus yedoensis","Yoshino cherry","Rosaceae","Prunus"
-77.0435889416,38.8929824912,19046806,"200 blk 19TH ST NW","Quercus acutissima","Sawtooth oak","Fagaceae","Quercus"
-77.0144805359,38.9626652862,18931911,"212 PEABODY ST NW","Cercis species","Redbud","Fabaceae","Cercis"
-76.9948832237,38.8974972576,18960249,"600 blk 8TH ST NE / f st ne","Quercus rubra","Red oak","Fagaceae","Quercus"
-76.9750283969,38.8709775325,19046097,"1500 BLK 22ND ST SE","Celtis occidentalis","Hackberry","Ulmaceae","Celtis"
-76.993689656,38.8397069169,19045803,"3501 WHEELER RD SE","Koelreuteria paniculata","Goldenrain tree","Sapindaceae","Koelreuteria"
-77.0508058071,38.9234140925,18945105,"opp 2307 CALVERT ST NW","Zelkova serrata","Japanese zelkova","Ulmaceae","Zelkova"
-77.0168225997,38.9095521741,19067095,NA,"Amelanchier species","Serviceberry","Rosaceae","Amelanchier"
-77.0220147211,38.8967233906,19022151,"500 7TH ST NW","Koelreuteria paniculata","Goldenrain tree","Sapindaceae","Koelreuteria"
-76.9838505336,38.8908886798,19031727,"1491 A ST NE","Acer saccharum","Sugar maple","Aceraceae","Acer"
-76.9680645384,38.8526410144,19035968,"3103 28TH ST SE","Liquidambar Stryaciflua 'Sterile'","Sweetgum (sterile)","Hamamelidaceae","Liquidambar"
-76.9925857377,38.8992856242,18927125,"711 10TH ST NE","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0422739297,38.9438299648,18945314,"4317 ARGYLE TERRACE NW","Malus species","Crabapple","Rosaceae","Malus"
-76.991612666,38.9396150919,19025690,"1009 SHEPHERD ST NE","Prunus Okame","Okame cherry","Rosaceae","Prunus"
-77.054911886,38.9296204037,18947316,"Opp 3000 CONNECTICUT AVE NW","Quercus rubra","Red oak","Fagaceae","Quercus"
-77.0008667195,38.9555856848,18961473,"5500 blk S. DAKOTA AVE NE/Kennedy St","Quercus phellos","Willow oak","Fagaceae","Quercus"
-77.0080380455,38.8345491128,18964872,"3828 SOUTH CAPITOL ST BN","Quercus phellos","Willow oak","Fagaceae","Quercus"
-77.0013996151,38.9627564297,19006805,"330 PEABODY ST NE","Lagerstroemia indica","Crape myrtle","Lythraceae","Lagerstroemia"
-77.0580539689,38.9066647346,19057414,"1241 29TH ST NW","Acer saccharum","Sugar maple","Aceraceae","Acer"
-77.0541680897,38.909458886,19031909,"2517 P ST NW","Platanus x acerifolia 'Bloodgood'","Bloodgood london plane tree","Platanaceae","Platanus"
-76.976288508,38.9371097793,19013481,"opp 3823 20TH ST NE","Magnolia virginiana","Sweetbay magnolia","Magnoliaceae","Magnolia"
-77.0348702359,38.9542152906,18955277,"5303 COLORADO AVE NW","Quercus palustris","Pin oak","Fagaceae","Quercus"
-77.0327225267,38.9199608412,18902611,"1415 FLORIDA AVE NW","Betula nigra","River birch","Betulaceae","Betula"
-76.9885770393,38.8420079765,18919811,"3300 BLK 13TH ST SE","Quercus palustris","Pin oak","Fagaceae","Quercus"
-76.9828415892,38.9353154551,18981530,"3700 blk 16th St NE","Liquidambar rotundiloba","Rotundiloba sweetgum","Hamamelidaceae","Liquidambar"
-76.996533766,38.8401616108,18939930,"0 OXON RUN RD SE","Zelkova serrata","Japanese zelkova","Ulmaceae","Zelkova"
-77.0348508867,38.9562757423,19026291,"1435 KENNEDY ST NW","Ulmus americana","American elm","Ulmaceae","Ulmus"
-77.0667103856,38.9461765442,18918254,"opp 3435 YUMA ST NW","Zelkova serrata 'Green Vase'","Green Vase Japanese zelkova","Ulmaceae","Zelkova"
-76.9985717325,38.826618276,18942638,"4281 6TH ST SE","Zelkova serrata","Japanese zelkova","Ulmaceae","Zelkova"
-77.0700163586,38.923588343,18904225,"3510 DAVIS ST NW","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0505241417,38.9073045687,18927857,"2301 N ST NW","Liquidambar Stryaciflua 'Sterile'","Sweetgum (sterile)","Hamamelidaceae","Liquidambar"
-76.9835657545,38.8891560487,19055497,"OPP 19 15TH ST SE","Ulmus americana","American elm","Ulmaceae","Ulmus"
-77.1112026826,38.9356828702,19035877,"5282 LOUGHBORO RD NW","Prunus 'Snow Goose'","Cherry (Snowgoose)","Rosaceae","Prunus"
-77.0343105786,38.925425293,18924737,"1447 GIRARD ST NW","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0583314473,38.9228952319,18976560,"2604 29TH ST NW","Platanus x acerifolia","London plane tree","Platanaceae","Platanus"
-77.0598446542,38.9234234223,18969032,"opp 2940 WOODLAND DR NW","Cercis species","Redbud","Fabaceae","Cercis"
-76.9940451105,38.8935309184,19050072,"800 BLK C ST NE","Liquidambar styraciflua","Sweetgum","Hamamelidaceae","Liquidambar"
-77.0088996878,38.9256732191,19014139,"2815 NORTH CAPITOL ST BN","Quercus bicolor","Swamp white oak","Fagaceae","Quercus"
-77.0057333234,38.8273800727,19001952,"opp 4305 1ST ST SE","Prunus species","Cherry","Rosaceae","Prunus"
-76.9923249678,38.9492889139,18965207,"opp 4940 S. DAKOTA AVE NE/11th St","Quercus coccinea","Scarlet oak","Fagaceae","Quercus"
-76.9983839759,38.8623799216,19019578,"2500 Firth Sterling Ave SE","Quercus palustris","Pin oak","Fagaceae","Quercus"
-77.0325879902,38.9038080917,18974850,"1400 BLK L ST NW","Platanus x acerifolia","London plane tree","Platanaceae","Platanus"
-76.9339625472,38.8881282807,18913124,"4680 A ST SE","Cercis species","Redbud","Fabaceae","Cercis"
-76.9646488998,38.9223279178,19036242,"3019 CHANNING ST NE","Acer campestre","Hedge maple","Aceraceae","Acer"
-77.0998152978,38.9214895015,18946505,"2355 NEBRASKA AVE NW","Magnolia Species","Magnolia","Magnoliaceae","Magnolia"
-77.0036086862,38.9230612249,18935973,"2500 BLK LINCOLN RD NE","Quercus phellos","Willow oak","Fagaceae","Quercus"
-77.0362207124,38.9815215658,18971291,"7529 16TH ST NW","Quercus nuttallii","Nuttall oak","Fagaceae","Quercus"
-77.08023615,38.9600165209,19024941,"5327 41ST ST NW","Acer platanoides","Norway maple","Aceraceae","Acer"
-77.0200788729,38.9057120236,19049826,"600 BLK M ST NW","Acer rubrum","Red maple","Aceraceae","Acer"
-76.9286678178,38.9065687063,18906871,"1212 50TH ST NE","Acer platanoides","Norway maple","Aceraceae","Acer"
-76.9967490231,38.8972739059,18941007,"653 F ST NE","Quercus phellos","Willow oak","Fagaceae","Quercus"
-76.9740259121,38.9371927006,18903769,"2200 blk QUINCY ST NE","Acer rubrum","Red maple","Aceraceae","Acer"
-77.023045587,38.9698818864,18942223,"722 VAN BUREN ST NW","Zelkova serrata","Japanese zelkova","Ulmaceae","Zelkova"
-76.9418130101,38.9070468001,18915227,"1225 42ND PL NE","Acer saccharinum","Silver maple","Aceraceae","Acer"
-77.0670467784,38.9372939795,18932733,"3414 PORTER ST NW","Acer rubrum","Red maple","Aceraceae","Acer"
-77.072607285,38.9373847456,18957740,"3701 PORTER ST NW","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0151089209,38.8864830366,18986939,"200 BLK 3RD ST SW","Quercus bicolor","Swamp white oak","Fagaceae","Quercus"
-76.9790534623,38.8884591676,19054763,"100 BLK 18TH ST SE","Lagerstroemia indica","Crape myrtle","Lythraceae","Lagerstroemia"
-76.9893218985,38.9424733488,18937611,"4310 12TH PL NE","Ginkgo biloba","Ginkgo","Ginkgoaceae","Ginkgo"
-77.0089974544,38.8324549503,19024984,"opp 3943 MARTIN LUTHER KING JR AVE SW","Ulmus americana 'Jefferson'","Jefferson Elm","Ulmaceae","Ulmus"
-77.0328748094,38.9155261206,19055087,"1414 T ST NW","Cercis canadensis","Eastern redbud","Fabaceae","Cercis"
-77.0701022171,38.9646310459,19062592,"5535 NEVADA AVE NW","Carpinus betulus","Hornbeam (European) (Common)","Betulaceae","Carpinus"
-77.0211039719,38.9756513243,18944165,"7005 PINEY BRANCH RD NW","Zelkova serrata","Japanese zelkova","Ulmaceae","Zelkova"
-76.9879419441,38.9316616312,18985343,"1313 LAWRENCE ST NE","Prunus species","Cherry","Rosaceae","Prunus"
-77.0687007666,38.9345156874,18931121,"3316 35TH ST NW","Acer species","Maple","Aceraceae","Acer"
-77.0984568115,38.9460993508,19069360,"Opp 4350 50TH ST NW","Quercus rubra","Red oak","Fagaceae","Quercus"
-77.0483772831,38.9119527032,18978692,"OPP 2170 FLORIDA AVE NW","Quercus phellos","Willow oak","Fagaceae","Quercus"
-76.9890571462,38.8979475068,18980534,"1232 MARYLAND AVE NE","Quercus lyrata","Overcup oak","Fagaceae","Quercus"
-77.032830966,38.9359514566,18987329,"3558 14TH ST NW","Quercus coccinea","Scarlet oak","Fagaceae","Quercus"
-77.0594076012,38.9478415258,19012278,"2916 ALBEMARLE ST NW","Ulmus parvifolia","Chinese elm","Ulmaceae","Ulmus"
-76.9803073305,38.9330330303,18910794,"1721 MONROE ST NE","Cercis canadensis","Eastern redbud","Fabaceae","Cercis"
-77.0905451023,38.9513429368,18947051,"4705 46TH ST NW","Quercus phellos","Willow oak","Fagaceae","Quercus"
-76.9253803014,38.89083177,18919805,"5314 AMES ST NE","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0285604741,38.9350118999,18953552,"3616 11TH ST NW","Syringa reticulata","Lilac","Oleaceae","Syringa"
-76.9405746159,38.8983294554,18971984,"4227 GRANT ST NE","Prunus virginiana","Chokecherry","Rosaceae","Prunus"
-76.9980579778,38.9001234317,18993566,"607 H ST NE","Ulmus parvifolia","Chinese elm","Ulmaceae","Ulmus"
-77.0892898865,38.9488596862,18908383,"4513 BUTTERWORTH PL NW","Halesia carolina","Carolina silverbell","Styracaceae","Halesia"
-76.9491822913,38.8926745054,18994161,"3943 CLAY PL NE","Nyssa sylvatica","Tupelo","Nyssaceae","Nyssa"
-77.0342969245,38.9263575966,18911446,"1450 HARVARD ST NW","Acer rubrum","Red maple","Aceraceae","Acer"
-76.9755484815,38.9244639086,18970279,"2003 EVARTS ST NE","Quercus palustris","Pin oak","Fagaceae","Quercus"
-77.0030405865,38.8418120629,18961196,"OPP 3347 MARTIN LUTHER KING JR AVE SE","Quercus phellos","Willow oak","Fagaceae","Quercus"
-77.0885785737,38.9290998184,19036530,"3000 BLK 45TH ST NW","Ulmus parvifolia","Chinese elm","Ulmaceae","Ulmus"
-76.9815965592,38.8715658119,19007337,"1621 FAIRLAWN AVE SE","Prunus virginiana","Chokecherry","Rosaceae","Prunus"
-76.9359174386,38.9114950916,19050351,"4511 QUARLES ST NE","Pistacia chinensis","Chinese pistachio","Anacardiaceae","Pistacia"
-76.9706743185,38.8672314405,19043734,"2400 BLK T ST SE","Quercus bicolor","Swamp white oak","Fagaceae","Quercus"
-77.0678529533,38.9410777048,18945212,"3911 RENO RD NW","Lagerstroemia indica","Crape myrtle","Lythraceae","Lagerstroemia"
-77.0141451693,38.9180740031,19063579,"150 V ST NW","Quercus rubra","Red oak","Fagaceae","Quercus"
-77.0707943803,38.9507839348,18958908,"3615 CHESAPEAKE ST NW","Quercus acutissima","Sawtooth oak","Fagaceae","Quercus"
-77.0248305834,38.9289085503,18910914,"744 IRVING ST NW","Quercus palustris","Pin oak","Fagaceae","Quercus"
-77.0709993308,38.9589869698,18969296,"3716 JENIFER ST NW","Acer saccharum","Sugar maple","Aceraceae","Acer"
-76.9845577014,38.9016343795,18950524,"1200 HOLBROOK ST NE","Ginkgo biloba (male)","Ginkgo (male)","Ginkgoaceae","Ginkgo"
-77.0284137934,38.9296241233,19013561,"opp 1207 KENYON ST NW","Quercus palustris","Pin oak","Fagaceae","Quercus"
-76.9493841159,38.8618071965,19044968,"3820 SOUTHERN AVE SE","Quercus rubra","Red oak","Fagaceae","Quercus"
-77.0119043704,38.9147849131,19026580,"UNIT BLK SEATON PL NW/NORTH CAPITOL","Prunus serrulata 'Kwanzan'","Kwanzan cherry","Rosaceae","Prunus"
-77.0528809328,38.9136607043,19021837,"2406 MASSACHUSETTS AVE NW","Ulmus americana 'Princeton'","Princeton elm","Ulmaceae","Ulmus"
-76.9589700378,38.8561386379,18919139,"2807 BRANCH AVE SE","Quercus phellos","Willow oak","Fagaceae","Quercus"
-76.9211006567,38.8875265153,18935632,"5600 BLK AYERS PL SE","Quercus phellos","Willow oak","Fagaceae","Quercus"
-77.0084353679,38.8290651236,19055581,"18 CHESAPEAKE ST SW","Acer species","Maple","Aceraceae","Acer"
-76.9403654506,38.9004713779,18918772,"4329 HUNT PL NE","Acer rubrum","Red maple","Aceraceae","Acer"
-76.9326564564,38.8809570265,19026725,"4820 BENNING RD SE","Ulmus americana","American elm","Ulmaceae","Ulmus"
-76.990586756,38.8439408711,18913003,"3200 BLK 12TH ST SE","Cladrastis lutea","Yellowwood","Fabaceae","Cladrastis"
-77.0135473878,38.9554137211,18980037,"5327 2ND ST NW","Ginkgo biloba","Ginkgo","Ginkgoaceae","Ginkgo"
-77.0649050902,38.9666737064,19036255,"3212 OLIVER ST NW","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0258152238,38.949077827,19042640,"909 DELAFIELD PL NW","Ulmus parvifolia","Chinese elm","Ulmaceae","Ulmus"
-77.0432039756,38.9341335987,18921607,"OPP 1859 NEWTON ST NW","Acer saccharum","Sugar maple","Aceraceae","Acer"
-76.9865682734,38.9098860408,18924384,"1708 WEST VIRGINIA AVE NE","Quercus phellos","Willow oak","Fagaceae","Quercus"
-77.0110771199,38.9169618304,18903428,"58 U ST NW/N. Capitol St","Acer saccharum","Sugar maple","Aceraceae","Acer"
-76.9984454289,38.9405714779,19069538,"600 blk Taylor st ne (cloverleaf)","Ulmus americana 'Jefferson'","Jefferson Elm","Ulmaceae","Ulmus"
-76.9384044371,38.9116255849,19054635,"4443 PONDS ST NE","Nyssa sylvatica","Tupelo","Nyssaceae","Nyssa"
-76.9684678311,38.8584760173,19036665,"2545 ALABAMA AVE SE","Quercus acutissima","Sawtooth oak","Fagaceae","Quercus"
-76.9886284886,38.8357782531,19059075,"OPP 4016 WHALER CT","Quercus acutissima","Sawtooth oak","Fagaceae","Quercus"
-77.0078223379,38.9308744985,19035946,"IRVING TRAFFIC CIRCLE (SW)","Pinus taeda","Loblolly Pine","Pinaceae","Pinus"
-77.0202826545,38.9356855991,18938774,"626 PRINCETON PL NW","Quercus rubra","Red oak","Fagaceae","Quercus"
-77.0467100875,38.9058658039,18974821,"1200 BLK 21ST ST NW","Tilia tomentosa","Silver linden","Tiliaceae","Tilia"
-77.0609142981,38.9755780003,19008027,"6608 32ND PL NW","Cornus species","Dogwood","Cornaceae","Cornus"
-77.0038716918,38.9170495304,19034065,"174 U ST NE","Carpinus species","Hornbeam","Betulaceae","Carpinus"
-77.0963265661,38.9323323192,18901494,"4900 LOUGHBORO RD NW","Prunus virginiana","Chokecherry","Rosaceae","Prunus"
-77.0710307082,38.9131579579,18942386,"opp1690 36TH ST NW","Zelkova serrata","Japanese zelkova","Ulmaceae","Zelkova"
-76.9762889409,38.9379783889,18931929,"3922 20TH ST NE/Quincy","Cercis canadensis","Eastern redbud","Fabaceae","Cercis"
-76.9346327997,38.9114311616,19022789,"opp 1601 KENILWORTH AVE NE","Juniperus virginiana","Eastern redcedar","Cupressaceae","Juniperus"
-76.992517455,38.8629983028,19030325,"1100 BLK TALBERT ST SE","Pistacia chinensis","Chinese pistachio","Anacardiaceae","Pistacia"
-76.9868355673,38.9421806053,19048622,"REAR OF 1320 MICHIGAN AVE NE","Ulmus pumila","Siberian elm","Ulmaceae","Ulmus"
-76.9923742594,38.9401600948,19051314,"1001 SIGSBEE PL NE","Prunus serrulata 'Kwanzan'","Kwanzan cherry","Rosaceae","Prunus"
-77.022882292,38.8988541503,18920791,"701 8TH ST NW","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0333956947,38.9429057128,18978181,"1402 VARNUM ST NW","Quercus palustris","Pin oak","Fagaceae","Quercus"
-77.0623879352,38.9666922372,19044072,"3120 OLIVER ST NW","Acer rubrum","Red maple","Aceraceae","Acer"
-76.9871941458,38.8854169918,18935128,"opp 1341","Liquidambar rotundiloba","Rotundiloba sweetgum","Hamamelidaceae","Liquidambar"
-77.0294963212,38.9042261273,19048887,"1100 BLK 13TH ST NW","Ginkgo biloba (male)","Ginkgo (male)","Ginkgoaceae","Ginkgo"
-77.0449863793,38.9045630844,19039534,"1120 20TH ST NW","Ulmus americana 'Jefferson'","Jefferson Elm","Ulmaceae","Ulmus"
-76.9980904515,38.9614345993,19064558,"632 RIGGS RD NE","Prunus Okame","Okame cherry","Rosaceae","Prunus"
-77.0180771527,38.9110794711,18926792,"442 Q ST NW","Acer platanoides","Norway maple","Aceraceae","Acer"
-77.0417747828,38.9044472153,18984165,"1150 18TH ST NW","Tilia tomentosa","Silver linden","Tiliaceae","Tilia"
-76.9728861929,38.8714940529,18931601,"2300 BLK PARK PL SE","Ginkgo biloba (male)","Ginkgo (male)","Ginkgoaceae","Ginkgo"
-77.0655097644,38.9466236416,19011512,"3401 YUMA ST NW","Carpinus caroliniana","Ironwood","Betulaceae","Carpinus"
-76.9983835831,38.8871564506,18990836,"214 6TH ST SE","Liquidambar Stryaciflua 'Sterile'","Sweetgum (sterile)","Hamamelidaceae","Liquidambar"
-77.0839508762,38.9575396353,19047352,"5207 WISCONSIN AVE NW","Quercus rubra","Red oak","Fagaceae","Quercus"
-77.092685984,38.9445447479,19067255,"4200 blk 47TH ST NW","Acer saccharum","Sugar maple","Aceraceae","Acer"
-76.9867512719,38.9287475929,19023666,"1339 Irving St NE","Quercus phellos","Willow oak","Fagaceae","Quercus"
-77.0148456347,38.973095802,19046134,"0 WILLOW ST NW","Prunus yedoensis","Yoshino cherry","Rosaceae","Prunus"
-76.9259605778,38.8925961912,18930763,"5243 BANKS PL NE","Syringa reticulata","Lilac","Oleaceae","Syringa"
-76.9980860435,38.940589519,19005238,"600 blk Taylor st ne (cloverleaf)","Quercus acutissima","Sawtooth oak","Fagaceae","Quercus"
-77.0182243289,38.9420312905,18988007,"400 blk UPSHUR ST NW","Tilia americana","American linden","Tiliaceae","Tilia"
-77.0058069977,38.8843951609,18911301,"412 1ST ST SE","Ulmus americana","American elm","Ulmaceae","Ulmus"
-77.0165175543,38.948443191,19017321,"4725 3RD PL NW","Ginkgo biloba","Ginkgo","Ginkgoaceae","Ginkgo"
-77.046598718,38.897531146,18973030,"601 21ST ST NW","Platanus x acerifolia","London plane tree","Platanaceae","Platanus"
-77.0279453881,38.9140420727,18967846,"OPP 1123 S ST NW","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0836584058,38.9623240371,19010443,"5425  WESTERN AVE NW","Quercus phellos","Willow oak","Fagaceae","Quercus"
-77.0251804273,38.9454835512,18997687,"Opp 4512 9TH ST NW","Acer campestre","Hedge maple","Aceraceae","Acer"
-76.9966476702,38.8774766015,18938886,"500 blk L ST SE","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0034465895,38.8978811594,19062026,"600 BLK 2ND ST NE","Acer saccharum","Sugar maple","Aceraceae","Acer"
-77.0046194035,38.8405434031,18956484,"200 blk TRENTON PL SE","Quercus lyrata","Overcup oak","Fagaceae","Quercus"
-76.9282705869,38.9009830797,18923920,"827 50TH PL NE","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0091277401,38.9688827604,18915572,"6518 NORTH CAPITOL ST BN","Acer saccharum","Sugar maple","Aceraceae","Acer"
-77.0262756957,38.9698854376,18940779,"800 blk VAN BUREN ST NW","Zelkova serrata","Japanese zelkova","Ulmaceae","Zelkova"
-76.9837167713,38.8864900015,18963720,"217 15TH ST SE","Quercus rubra","Red oak","Fagaceae","Quercus"
-77.0297788512,38.9207136191,19024150,"2300 13TH ST NW/ FLORIDA AVE","Platanus x acerifolia","London plane tree","Platanaceae","Platanus"
-76.987512527,38.8657988,19007189,"2000 blk 13TH ST SE","Ginkgo biloba","Ginkgo","Ginkgoaceae","Ginkgo"
-77.0166052802,38.9071953739,18970723,"408 N ST NW","Acer saccharum","Sugar maple","Aceraceae","Acer"
-76.9908773768,38.8358560629,18934908,"911 VARNEY ST SE","Quercus palustris","Pin oak","Fagaceae","Quercus"
-77.055888763,38.9174382573,19051957,"2535 BELMONT RD NW","Acer saccharum","Sugar maple","Aceraceae","Acer"
-76.9948858948,38.9512543699,19070571,"5113 S. DAKOTA AVE NE/Faraday","Quercus bicolor","Swamp white oak","Fagaceae","Quercus"
-77.033028777,38.9803419862,19005489,"1338 HOLLY ST NW","Acer platanoides","Norway maple","Aceraceae","Acer"
-76.9782574277,38.9458998401,19046163,"1901 MICHIGAN AVE NE","Ulmus species","Elm","Ulmaceae","Ulmus"
-77.0017676024,38.9025866573,19008005,"OPP 303 K ST NE","Quercus palustris 'Sovereign'","Sovereign pin oak","Fagaceae","Quercus"
-76.9801858472,38.947785825,19069388,"4800 EASTERN AVE NE","Cercis species","Redbud","Fabaceae","Cercis"
-76.978348707,38.8920627359,18967857,"1830 CONSTITUTION AVE NE","Ulmus species","Elm","Ulmaceae","Ulmus"
-76.910790205,38.8918363643,18928133,"6300 BLK SOUTHERN AVE NE/TRIANGLE","Aesculus carnea","Red horsechestnut","Hippocastanaceae","Aescululs"
-76.9390068724,38.8774307643,18935442,"1119 CHAPLIN ST SE","Pistacia chinensis","Chinese pistachio","Anacardiaceae","Pistacia"
-77.0245326077,38.9748660043,18999587,"6924 8TH ST NW","Prunus 'Snow Goose'","Cherry (Snowgoose)","Rosaceae","Prunus"
-77.048791807,38.915873663,19050247,"1835 PHELPS PL NW","Magnolia Liliflora x sprengeri","Magnolia (Galaxy)","Magnoliaceae","Magnolia"
-76.9813400273,38.889884638,18936402,"1622 EAST CAPITOL ST","Ulmus species","Elm","Ulmaceae","Ulmus"
-76.945713273,38.8668901717,18972874,"1608 FORT DUPONT ST SE","Quercus lyrata","Overcup oak","Fagaceae","Quercus"
-76.9205948859,38.9015540795,18943858,"880 EASTERN AVE NE","Zelkova serrata","Japanese zelkova","Ulmaceae","Zelkova"
